"sku","product_name","brand_as_listed","manufacturer_status","category","variant_or_unit","description_as_listed","source_url","source_photo","supplier_resource","confirmation_notes","checked_at"
"MASK542","Half Mask Assembled with Abeki Cartridges","ProChoice","ProChoice (brand listed by Lyndons; exact manufacturer not independently verified)","Safety & PPE","Pack / unit: confirm with branch","Kit Contains: 1 x HMTPM, 1 x pair of PCABEK1","https://lyndons.com.au/products/safety-respiratory-protection/half-mask-assembled-with-abeki-cartridges","https://lyndons.com.au/media/cache/435x435_webp/0/6/1626/wFTRbhFUHUzNA558/mask542.webp","https://prochoicesafetygear.com/catalogue","","2026-09-21"
"BOOT1010010","Gumboot KINGS Safety Heavy Duty PVC W/P — Size 10","Kings","Kings (brand listed by Lyndons; exact manufacturer not independently verified)","Safety & PPE","Size 10","Made from heavy duty PVC with a PVC/Nitrile sole, this King's safety gumboot is ideal for the agriculture, building & construction, manufacturing and food processing industries. A Type 1 Toe Cap offers a wide profile shape to suit your foot and allows greater comfort with no contact to the toe cap. The sole is resistant to solvents, mild acids, alkali's, some chemicals, oils and fats.","https://lyndons.com.au/products/safety-ppe-footwear/gumboot-kings-safety-heavy-duty-pvc-w-p","https://lyndons.com.au/media/cache/435x435_webp/1/7/1627/EIY9OvLcbGtm7OTt/boot1010010.webp","","","2026-09-21"
"BOOT1010011","Gumboot KINGS Safety Heavy Duty PVC W/P — Size 11","Kings","Kings (brand listed by Lyndons; exact manufacturer not independently verified)","Safety & PPE","Size 11","Made from heavy duty PVC with a PVC/Nitrile sole, this King's safety gumboot is ideal for the agriculture, building & construction, manufacturing and food processing industries. A Type 1 Toe Cap offers a wide profile shape to suit your foot and allows greater comfort with no contact to the toe cap. The sole is resistant to solvents, mild acids, alkali's, some chemicals, oils and fats.","https://lyndons.com.au/products/safety-ppe-footwear/gumboot-kings-safety-heavy-duty-pvc-w-p","https://lyndons.com.au/media/cache/435x435_webp/1/7/1627/EIY9OvLcbGtm7OTt/boot1010010.webp","","","2026-09-21"
"BOOT1010012","Gumboot KINGS Safety Heavy Duty PVC W/P — Size 12","Kings","Kings (brand listed by Lyndons; exact manufacturer not independently verified)","Safety & PPE","Size 12","Made from heavy duty PVC with a PVC/Nitrile sole, this King's safety gumboot is ideal for the agriculture, building & construction, manufacturing and food processing industries. A Type 1 Toe Cap offers a wide profile shape to suit your foot and allows greater comfort with no contact to the toe cap. The sole is resistant to solvents, mild acids, alkali's, some chemicals, oils and fats.","https://lyndons.com.au/products/safety-ppe-footwear/gumboot-kings-safety-heavy-duty-pvc-w-p","https://lyndons.com.au/media/cache/435x435_webp/1/7/1627/EIY9OvLcbGtm7OTt/boot1010010.webp","","","2026-09-21"
"BOOT1010013","Gumboot KINGS Safety Heavy Duty PVC W/P — Size 13","Kings","Kings (brand listed by Lyndons; exact manufacturer not independently verified)","Safety & PPE","Size 13","Made from heavy duty PVC with a PVC/Nitrile sole, this King's safety gumboot is ideal for the agriculture, building & construction, manufacturing and food processing industries. A Type 1 Toe Cap offers a wide profile shape to suit your foot and allows greater comfort with no contact to the toe cap. The sole is resistant to solvents, mild acids, alkali's, some chemicals, oils and fats.","https://lyndons.com.au/products/safety-ppe-footwear/gumboot-kings-safety-heavy-duty-pvc-w-p","https://lyndons.com.au/media/cache/435x435_webp/1/7/1627/EIY9OvLcbGtm7OTt/boot1010010.webp","","","2026-09-21"
"BOOT1010008","Gumboot KINGS Safety Heavy Duty PVC W/P — Size 8","Kings","Kings (brand listed by Lyndons; exact manufacturer not independently verified)","Safety & PPE","Size 8","Made from heavy duty PVC with a PVC/Nitrile sole, this King's safety gumboot is ideal for the agriculture, building & construction, manufacturing and food processing industries. A Type 1 Toe Cap offers a wide profile shape to suit your foot and allows greater comfort with no contact to the toe cap. The sole is resistant to solvents, mild acids, alkali's, some chemicals, oils and fats.","https://lyndons.com.au/products/safety-ppe-footwear/gumboot-kings-safety-heavy-duty-pvc-w-p","https://lyndons.com.au/media/cache/435x435_webp/1/7/1627/EIY9OvLcbGtm7OTt/boot1010010.webp","","","2026-09-21"
"BOOT1010009","Gumboot KINGS Safety Heavy Duty PVC W/P — Size 9","Kings","Kings (brand listed by Lyndons; exact manufacturer not independently verified)","Safety & PPE","Size 9","Made from heavy duty PVC with a PVC/Nitrile sole, this King's safety gumboot is ideal for the agriculture, building & construction, manufacturing and food processing industries. A Type 1 Toe Cap offers a wide profile shape to suit your foot and allows greater comfort with no contact to the toe cap. The sole is resistant to solvents, mild acids, alkali's, some chemicals, oils and fats.","https://lyndons.com.au/products/safety-ppe-footwear/gumboot-kings-safety-heavy-duty-pvc-w-p","https://lyndons.com.au/media/cache/435x435_webp/1/7/1627/EIY9OvLcbGtm7OTt/boot1010010.webp","","","2026-09-21"
"GOGG310","Goggles Supa-Vu Clear Lens","Brand not listed","Not identified by the source","Safety & PPE","Pack / unit: confirm with branch","Certified to AS/NZS 1337.1:2010
Medium impact
99.9% UV protection
Lightweight design & adjustable head strap for enhanced user comfort
Indirect vents for increased airflow & minimisation of lens fogging","https://lyndons.com.au/products/safety-ppe-eye-face-protection/goggles-supa-vu-clear-lens","https://lyndons.com.au/media/cache/435x435_webp/2/5/1625/IAgZ9k0KJHGplJ00/gogg310.webp","","No brand is identified on the source listing.","2026-09-21"
"GOGG3700","Goggles 3700 Series Clear Lens","Brand not listed","Not identified by the source","Safety & PPE","Pack / unit: confirm with branch","Certified to AS/NZS 1337.1:2010
Medium impact
99.9% UV protection
Anti-fog, anti-scratch, 2mm hardened lens
Foam bound, wide head strap & indirect vents enhances user comfort","https://lyndons.com.au/products/safety-ppe-eye-face-protection/goggles-3700-series-clear-lens","https://lyndons.com.au/media/cache/435x435_webp/2/8/1628/JVCHQyYWllC5MaTt/gogg3700.webp","","No brand is identified on the source listing.","2026-09-21"
"GLOV040","Gloves Silverlined Latex Yellow Size 2XL","Brand not listed","Not identified by the source","Safety & PPE","Pack / unit: confirm with branch","Premium Latex rubber food handling gloves
Nitrile blend for improved fat and abrasion resistance
Silver lined for easy slip on
30cm length","https://lyndons.com.au/products/safety-hand-protection/gloves-silverlined-latex-yellow-size-2xl","https://lyndons.com.au/media/cache/435x435_webp/0/9/1629/FMzEAfzcEOBlP0ty/glov040.webp","","No brand is identified on the source listing.","2026-09-21"
"GLOV049","Gloves RIGGAMATE Natural Cowgrain Size Small","ProChoice","ProChoice (brand listed by Lyndons; exact manufacturer not independently verified)","Safety & PPE","Pack / unit: confirm with branch","Wing thumb, stitch free palm
Outstanding durability & comfort","https://lyndons.com.au/products/safety-hand-protection/gloves-riggamate-natural-cowgrain-size-small","https://lyndons.com.au/media/cache/435x435_webp/1/0/1630/9Itchf7mxMkJ9zO6/glov049.webp","https://prochoicesafetygear.com/catalogue","","2026-09-21"
"GLOV011","Gloves RIGGAMATE Beige Premium Cowgrain — Small","ProChoice","ProChoice (brand listed by Lyndons; exact manufacturer not independently verified)","Safety & PPE","Small","Premium Cow Grain Leather and Kevlar Cut Resistant Gloves
Premium cow grain leather provides durability & dexterity
Wing thumb, stitch free palm for increased durability & relaxed hand feel
Knitted Kevlar Palm providing increased cut risk protection","https://lyndons.com.au/products/safety-hand-protection/gloves-riggamate-beige-premium-cowgrain","https://lyndons.com.au/media/cache/435x435_webp/2/1/1631/EyS2OxcD1SO9weDW/glov011.webp","https://prochoicesafetygear.com/catalogue","","2026-09-21"
"GLOV048L","Gloves RIGGAMATE Beige Premium Cowgrain — Large","ProChoice","ProChoice (brand listed by Lyndons; exact manufacturer not independently verified)","Safety & PPE","Large","Premium Cow Grain Leather and Kevlar Cut Resistant Gloves
Premium cow grain leather provides durability & dexterity
Wing thumb, stitch free palm for increased durability & relaxed hand feel
Knitted Kevlar Palm providing increased cut risk protection","https://lyndons.com.au/products/safety-hand-protection/gloves-riggamate-beige-premium-cowgrain","https://lyndons.com.au/media/cache/435x435_webp/2/1/1631/EyS2OxcD1SO9weDW/glov011.webp","https://prochoicesafetygear.com/catalogue","","2026-09-21"
"GLOV012","Gloves RIGGAMATE Beige Premium Cowgrain — XLarge","ProChoice","ProChoice (brand listed by Lyndons; exact manufacturer not independently verified)","Safety & PPE","XLarge","Premium Cow Grain Leather and Kevlar Cut Resistant Gloves
Premium cow grain leather provides durability & dexterity
Wing thumb, stitch free palm for increased durability & relaxed hand feel
Knitted Kevlar Palm providing increased cut risk protection","https://lyndons.com.au/products/safety-hand-protection/gloves-riggamate-beige-premium-cowgrain","https://lyndons.com.au/media/cache/435x435_webp/2/1/1631/EyS2OxcD1SO9weDW/glov011.webp","https://prochoicesafetygear.com/catalogue","","2026-09-21"
"GLOV534","Gloves ProSense PROLITE Hi-Vis — Size 9","ProChoice","ProChoice (brand listed by Lyndons; exact manufacturer not independently verified)","Safety & PPE","Size 9","Polyurethane (PU) coated palm and anti static liner
Lightweight and breathable with nylon liner
Ideal for production line and small parts handling","https://lyndons.com.au/products/safety-hand-protection/gloves-prosense-prolite-hi-vis","https://lyndons.com.au/media/cache/435x435_webp/0/2/1632/mC09qLmaPNUcvfMc/glov534.webp","https://prochoicesafetygear.com/catalogue","","2026-09-21"
"GLOV535","Gloves ProSense PROLITE Hi-Vis — Size 10","ProChoice","ProChoice (brand listed by Lyndons; exact manufacturer not independently verified)","Safety & PPE","Size 10","Polyurethane (PU) coated palm and anti static liner
Lightweight and breathable with nylon liner
Ideal for production line and small parts handling","https://lyndons.com.au/products/safety-hand-protection/gloves-prosense-prolite-hi-vis","https://lyndons.com.au/media/cache/435x435_webp/0/2/1632/mC09qLmaPNUcvfMc/glov534.webp","https://prochoicesafetygear.com/catalogue","","2026-09-21"
"GLOV532","Gloves ProSense Maxi-Pro — Size 9","ProChoice","ProChoice (brand listed by Lyndons; exact manufacturer not independently verified)","Safety & PPE","Size 9","Palm dipped nitrile foam coating
Dip enhances gripping power in wet & dry conditions without sacrificing dexterity
Can be used with touch screens","https://lyndons.com.au/products/safety-hand-protection/gloves-prosense-maxi-pro","https://lyndons.com.au/media/cache/435x435_webp/1/3/1633/KWAhNXcJ1tyaf1u1/glov532.webp","https://prochoicesafetygear.com/catalogue","","2026-09-21"
"GLOV533","Gloves ProSense Maxi-Pro — Size 10","ProChoice","ProChoice (brand listed by Lyndons; exact manufacturer not independently verified)","Safety & PPE","Size 10","Palm dipped nitrile foam coating
Dip enhances gripping power in wet & dry conditions without sacrificing dexterity
Can be used with touch screens","https://lyndons.com.au/products/safety-hand-protection/gloves-prosense-maxi-pro","https://lyndons.com.au/media/cache/435x435_webp/1/3/1633/KWAhNXcJ1tyaf1u1/glov532.webp","https://prochoicesafetygear.com/catalogue","","2026-09-21"
"GLOV013","Gloves ProSense Dexi-Pro Size 9","ProChoice","ProChoice (brand listed by Lyndons; exact manufacturer not independently verified)","Safety & PPE","Pack / unit: confirm with branch","Nitrile coating provides superior gripping power in wet and dry conditions yet retains superior feel
Lightweight lint free nylon machine knit
LYCRA infused liner for improved dexterity and contour to hand shape
Extra long 20mm cuff
Anti static liner
Oeko-Tex 100 Compliant","https://lyndons.com.au/products/safety-hand-protection/gloves-prosense-dexi-pro-size-9","https://lyndons.com.au/media/cache/435x435_webp/0/5/1635/xbhE5VQz2K5fnWli/glov013.webp","https://prochoicesafetygear.com/catalogue","","2026-09-21"
"GLOV007","Gloves ProSense C5 Cut 5 with PU Palm — Size 9","ProChoice","ProChoice (brand listed by Lyndons; exact manufacturer not independently verified)","Safety & PPE","Size 9","13 gauge EN388:2016 Cut Level D seamless liner
Excellent cut resistance without sacrificing comfort or dexterity
Grey PU dip for comfort & dexterity
Form fitting for comfortable all day wear","https://lyndons.com.au/products/safety-hand-protection/gloves-prosense-c5-cut-5-with-pu-palm","https://lyndons.com.au/media/cache/435x435_webp/1/6/1636/5EwfSexmMe31hmrm/glov005.webp","https://prochoicesafetygear.com/catalogue","","2026-09-21"
"GLOV006","Gloves ProSense C5 Cut 5 with PU Palm — Size 10","ProChoice","ProChoice (brand listed by Lyndons; exact manufacturer not independently verified)","Safety & PPE","Size 10","13 gauge EN388:2016 Cut Level D seamless liner
Excellent cut resistance without sacrificing comfort or dexterity
Grey PU dip for comfort & dexterity
Form fitting for comfortable all day wear","https://lyndons.com.au/products/safety-hand-protection/gloves-prosense-c5-cut-5-with-pu-palm","https://lyndons.com.au/media/cache/435x435_webp/1/6/1636/5EwfSexmMe31hmrm/glov005.webp","https://prochoicesafetygear.com/catalogue","","2026-09-21"
"GLOV005","Gloves ProSense C5 Cut 5 with PU Palm — Size 11","ProChoice","ProChoice (brand listed by Lyndons; exact manufacturer not independently verified)","Safety & PPE","Size 11","13 gauge EN388:2016 Cut Level D seamless liner
Excellent cut resistance without sacrificing comfort or dexterity
Grey PU dip for comfort & dexterity
Form fitting for comfortable all day wear","https://lyndons.com.au/products/safety-hand-protection/gloves-prosense-c5-cut-5-with-pu-palm","https://lyndons.com.au/media/cache/435x435_webp/1/6/1636/5EwfSexmMe31hmrm/glov005.webp","https://prochoicesafetygear.com/catalogue","","2026-09-21"
"GLOV209","Gloves ProSense Black Panther Size 9","ProChoice","ProChoice (brand listed by Lyndons; exact manufacturer not independently verified)","Safety & PPE","Pack / unit: confirm with branch","100% nylon machine knit 13 gauge
Nylon liner makes this glove lightweight and breathable
Latex dipped palm for extra grip
Excellent abrasion resistance
Anti static liner","https://lyndons.com.au/products/safety-hand-protection/gloves-prosense-black-panther-size-9","https://lyndons.com.au/media/cache/435x435_webp/2/7/1637/BsxWq7hRo7rhyPc5/glov209.webp","https://prochoicesafetygear.com/catalogue","","2026-09-21"
"GLOV530","Gloves PRO-FIT PROVIBE Anti-Vibrational — Large","ProChoice","ProChoice (brand listed by Lyndons; exact manufacturer not independently verified)","Safety & PPE","Large","Reinforced foam padded inner palm with non slip Gecko grip
Express mesh backing for breathability and comfort
Padded knuckle protection","https://lyndons.com.au/products/safety-hand-protection/gloves-pro-fit-provibe-anti-vibrational","https://lyndons.com.au/media/cache/435x435_webp/1/9/1639/fRKiBwKdIfJh2Sx9/glov530.webp","https://prochoicesafetygear.com/catalogue","","2026-09-21"
"GLOV531","Gloves PRO-FIT PROVIBE Anti-Vibrational — XLarge","ProChoice","ProChoice (brand listed by Lyndons; exact manufacturer not independently verified)","Safety & PPE","XLarge","Reinforced foam padded inner palm with non slip Gecko grip
Express mesh backing for breathability and comfort
Padded knuckle protection","https://lyndons.com.au/products/safety-hand-protection/gloves-pro-fit-provibe-anti-vibrational","https://lyndons.com.au/media/cache/435x435_webp/1/9/1639/fRKiBwKdIfJh2Sx9/glov530.webp","https://prochoicesafetygear.com/catalogue","","2026-09-21"
"GLOV10796","Gloves PRO-FIT PROTEC — Large","ProChoice","ProChoice (brand listed by Lyndons; exact manufacturer not independently verified)","Safety & PPE","Large","Reinforced foam padded inner palm with non slip Gecko grip
Express mesh backing for breathability and comfort
Padded knuckle protection","https://lyndons.com.au/products/safety-hand-protection/gloves-pro-fit-protec","https://lyndons.com.au/media/cache/435x435_webp/2/0/1640/m3etQwlhPtgh7Tlx/glov10796.webp","https://prochoicesafetygear.com/catalogue","","2026-09-21"
"GLO10796XL","Gloves PRO-FIT PROTEC — XLarge","ProChoice","ProChoice (brand listed by Lyndons; exact manufacturer not independently verified)","Safety & PPE","XLarge","Reinforced foam padded inner palm with non slip Gecko grip
Express mesh backing for breathability and comfort
Padded knuckle protection","https://lyndons.com.au/products/safety-hand-protection/gloves-pro-fit-protec","https://lyndons.com.au/media/cache/435x435_webp/2/0/1640/m3etQwlhPtgh7Tlx/glov10796.webp","https://prochoicesafetygear.com/catalogue","","2026-09-21"
"GLOV10795M","Gloves PRO-FIT Fingerless — Medium","ProChoice","ProChoice (brand listed by Lyndons; exact manufacturer not independently verified)","Safety & PPE","Medium","Reinforced foam padded inner palm with non slip Gecko grip
Express mesh backing for breathability and comfort
Padded knuckle protection","https://lyndons.com.au/products/safety-hand-protection/gloves-pro-fit-fingerless","https://lyndons.com.au/media/cache/435x435_webp/0/8/1638/iIN7mYWkqplT8KLu/glov10795xl.webp","https://prochoicesafetygear.com/catalogue","","2026-09-21"
"GLOV10795","Gloves PRO-FIT Fingerless — Large","ProChoice","ProChoice (brand listed by Lyndons; exact manufacturer not independently verified)","Safety & PPE","Large","Reinforced foam padded inner palm with non slip Gecko grip
Express mesh backing for breathability and comfort
Padded knuckle protection","https://lyndons.com.au/products/safety-hand-protection/gloves-pro-fit-fingerless","https://lyndons.com.au/media/cache/435x435_webp/0/8/1638/iIN7mYWkqplT8KLu/glov10795xl.webp","https://prochoicesafetygear.com/catalogue","","2026-09-21"
"GLOV10795XL","Gloves PRO-FIT Fingerless — XLarge","ProChoice","ProChoice (brand listed by Lyndons; exact manufacturer not independently verified)","Safety & PPE","XLarge","Reinforced foam padded inner palm with non slip Gecko grip
Express mesh backing for breathability and comfort
Padded knuckle protection","https://lyndons.com.au/products/safety-hand-protection/gloves-pro-fit-fingerless","https://lyndons.com.au/media/cache/435x435_webp/0/8/1638/iIN7mYWkqplT8KLu/glov10795xl.webp","https://prochoicesafetygear.com/catalogue","","2026-09-21"
"GLOV039","Gloves Heavy Duty Green Cotton/Leather Large","Brand not listed","Not identified by the source","Safety & PPE","Pack / unit: confirm with branch","Extra heavy duty cow split leather reinforced palm, thumb and fingers for extended toughness and durability
Safety cuff and knuckle bar for added protection","https://lyndons.com.au/products/safety-hand-protection/gloves-heavy-duty-green-cotton-leather-large","https://lyndons.com.au/media/cache/435x435_webp/0/1/1641/lVpKk7utXN9eRO4n/glov039.webp","","No brand is identified on the source listing.","2026-09-21"
"GLOV038","Gloves Heavy Duty Yellow/Grey Leather Large","ProChoice","ProChoice (brand listed by Lyndons; exact manufacturer not independently verified)","Safety & PPE","Pack / unit: confirm with branch","Heavy duty cow split one piece palm
Yellow safety cuff and knuckle bar for extra protection
Lightweight, economical, cotton back","https://lyndons.com.au/products/safety-hand-protection/gloves-heavy-duty-yellow-grey-leather-large","https://lyndons.com.au/media/cache/435x435_webp/1/2/1642/ZSdL22gxRGea1syd/glov038.webp","https://prochoicesafetygear.com/catalogue","","2026-09-21"
"GLOV044S","Gloves Disposable Blue Box 100 — Small","Brand not listed","Not identified by the source","Safety & PPE","Small","Latex free - suited for use by those allergic to latex
HACCP certified for safe food handling","https://lyndons.com.au/products/safety-hand-protection/gloves-disposable-blue-box-100","https://lyndons.com.au/media/cache/435x435_webp/2/3/1643/K8KgCxrDFehlgvPx/glov044s.webp","","No brand is identified on the source listing.","2026-09-21"
"GLOV044M","Gloves Disposable Blue Box 100 — Medium","Brand not listed","Not identified by the source","Safety & PPE","Medium","Latex free - suited for use by those allergic to latex
HACCP certified for safe food handling","https://lyndons.com.au/products/safety-hand-protection/gloves-disposable-blue-box-100","https://lyndons.com.au/media/cache/435x435_webp/2/3/1643/K8KgCxrDFehlgvPx/glov044s.webp","","No brand is identified on the source listing.","2026-09-21"
"GLOV047","Gloves Candy Stripe - Large","Brand not listed","Not identified by the source","Safety & PPE","Pack / unit: confirm with branch","Cow split leather palm, cotton backed
Lightweight and economical
Safety cuff and knuckle bar for added protection","https://lyndons.com.au/products/safety-hand-protection/gloves-candy-stripe-large","https://lyndons.com.au/media/cache/435x435_webp/2/9/1649/IU3O9Y7CMgq2AMAj/glov047.webp","","No brand is identified on the source listing.","2026-09-21"
"GLOV002","Gloves Arax Ultra Thin Heavy Duty — Size 8","ProChoice","ProChoice (brand listed by Lyndons; exact manufacturer not independently verified)","Safety & PPE","Size 8","Arax Knit Technology with EN388 Cut Level D
Black nitrile foam dip under reinforced Chrome leather for added protection & durability
Form fitting design that emulate individual hand contour for the most comfortable fit
Contact heat resistant to 100 degrees
Anti-static, breathable liner","https://lyndons.com.au/products/safety-hand-protection/gloves-arax-ultra-thin-heavy-duty","https://lyndons.com.au/media/cache/435x435_webp/0/0/1650/fPWCijBrNkjhza5P/glov002.webp","https://prochoicesafetygear.com/catalogue","","2026-09-21"
"GLOV004","Gloves Arax Ultra Thin Heavy Duty — Size 9","ProChoice","ProChoice (brand listed by Lyndons; exact manufacturer not independently verified)","Safety & PPE","Size 9","Arax Knit Technology with EN388 Cut Level D
Black nitrile foam dip under reinforced Chrome leather for added protection & durability
Form fitting design that emulate individual hand contour for the most comfortable fit
Contact heat resistant to 100 degrees
Anti-static, breathable liner","https://lyndons.com.au/products/safety-hand-protection/gloves-arax-ultra-thin-heavy-duty","https://lyndons.com.au/media/cache/435x435_webp/0/0/1650/fPWCijBrNkjhza5P/glov002.webp","https://prochoicesafetygear.com/catalogue","","2026-09-21"
"GLOV003","Gloves Arax Ultra Thin Heavy Duty — Size 10","ProChoice","ProChoice (brand listed by Lyndons; exact manufacturer not independently verified)","Safety & PPE","Size 10","Arax Knit Technology with EN388 Cut Level D
Black nitrile foam dip under reinforced Chrome leather for added protection & durability
Form fitting design that emulate individual hand contour for the most comfortable fit
Contact heat resistant to 100 degrees
Anti-static, breathable liner","https://lyndons.com.au/products/safety-hand-protection/gloves-arax-ultra-thin-heavy-duty","https://lyndons.com.au/media/cache/435x435_webp/0/0/1650/fPWCijBrNkjhza5P/glov002.webp","https://prochoicesafetygear.com/catalogue","","2026-09-21"
"GLOV009","Gloves Arax Cut Resistant 13G Liner — Size 10","ProChoice","ProChoice (brand listed by Lyndons; exact manufacturer not independently verified)","Safety & PPE","Size 10","Arax Knit Technology with EN388 Cut D Protection
Sand finish nitrile dip absorbs oil & grease for excellent grip in greasy conditions
TPR padding protects fingers & knuckles from knocks & scrapes
Anti-vibration foam padded palm - ideal for working with power tools
Wrist tab for quick & easy donning & doffing","https://lyndons.com.au/products/safety-hand-protection/gloves-arax-cut-resistant-13g-liner","https://lyndons.com.au/media/cache/435x435_webp/1/1/1651/IHIerFJTUEvBXM0S/glov008.webp","https://prochoicesafetygear.com/catalogue","","2026-09-21"
"GLOV008","Gloves Arax Cut Resistant 13G Liner — Size 11","ProChoice","ProChoice (brand listed by Lyndons; exact manufacturer not independently verified)","Safety & PPE","Size 11","Arax Knit Technology with EN388 Cut D Protection
Sand finish nitrile dip absorbs oil & grease for excellent grip in greasy conditions
TPR padding protects fingers & knuckles from knocks & scrapes
Anti-vibration foam padded palm - ideal for working with power tools
Wrist tab for quick & easy donning & doffing","https://lyndons.com.au/products/safety-hand-protection/gloves-arax-cut-resistant-13g-liner","https://lyndons.com.au/media/cache/435x435_webp/1/1/1651/IHIerFJTUEvBXM0S/glov008.webp","https://prochoicesafetygear.com/catalogue","","2026-09-21"
"GNET007","Cargo Net — Small 1800mm x 1400mm","Gladiator","Gladiator (brand listed by Lyndons; exact manufacturer not independently verified)","Safety & PPE","Small 1800mm x 1400mm","Used to secure and transport goods, equipment, or other items safely. It is commonly used in various industries, including transportation, logistics, and military operations, to organize and stabilize cargo.","https://lyndons.com.au/products/safety-ppe-barriers-fall-protection/cargo-net","https://lyndons.com.au/media/cache/435x435_webp/0/3/1653/iPAgPJAmGObDqGol/gnet001.webp","","","2026-09-21"
"GNET001","Cargo Net — Medium 2460mm x 2050mm","Gladiator","Gladiator (brand listed by Lyndons; exact manufacturer not independently verified)","Safety & PPE","Medium 2460mm x 2050mm","Used to secure and transport goods, equipment, or other items safely. It is commonly used in various industries, including transportation, logistics, and military operations, to organize and stabilize cargo.","https://lyndons.com.au/products/safety-ppe-barriers-fall-protection/cargo-net","https://lyndons.com.au/media/cache/435x435_webp/0/3/1653/iPAgPJAmGObDqGol/gnet001.webp","","","2026-09-21"
"GNET002","Cargo Net — Large 3000mm x 2610mm","Gladiator","Gladiator (brand listed by Lyndons; exact manufacturer not independently verified)","Safety & PPE","Large 3000mm x 2610mm","Used to secure and transport goods, equipment, or other items safely. It is commonly used in various industries, including transportation, logistics, and military operations, to organize and stabilize cargo.","https://lyndons.com.au/products/safety-ppe-barriers-fall-protection/cargo-net","https://lyndons.com.au/media/cache/435x435_webp/0/3/1653/iPAgPJAmGObDqGol/gnet001.webp","","","2026-09-21"
"GNET003","Cargo Net — XLarge 3600mm x 3000mm","Gladiator","Gladiator (brand listed by Lyndons; exact manufacturer not independently verified)","Safety & PPE","XLarge 3600mm x 3000mm","Used to secure and transport goods, equipment, or other items safely. It is commonly used in various industries, including transportation, logistics, and military operations, to organize and stabilize cargo.","https://lyndons.com.au/products/safety-ppe-barriers-fall-protection/cargo-net","https://lyndons.com.au/media/cache/435x435_webp/0/3/1653/iPAgPJAmGObDqGol/gnet001.webp","","","2026-09-21"
"GENT006","Cargo Net — XXLarge 5600mm x 3160mm","Gladiator","Gladiator (brand listed by Lyndons; exact manufacturer not independently verified)","Safety & PPE","XXLarge 5600mm x 3160mm","Used to secure and transport goods, equipment, or other items safely. It is commonly used in various industries, including transportation, logistics, and military operations, to organize and stabilize cargo.","https://lyndons.com.au/products/safety-ppe-barriers-fall-protection/cargo-net","https://lyndons.com.au/media/cache/435x435_webp/0/3/1653/iPAgPJAmGObDqGol/gnet001.webp","","","2026-09-21"
"EARP040","Earplugs PROBAND Headband Class 2 -14DB","ProChoice","ProChoice (brand listed by Lyndons; exact manufacturer not independently verified)","Safety & PPE","Pack / unit: confirm with branch","Class 2, SLC80, 14dB
Comfortable, convenient and lightweight headband
Hearing protection for noise levels to 95dB(A)
Foam ear pads are disposable and not designed for re-use","https://lyndons.com.au/products/safety-hearing-protection/earplugs-proband-headband-class-2-14db","https://lyndons.com.au/media/cache/435x435_webp/1/4/1654/kS9rXwMQVPSWU0Dp/earp040.webp","https://prochoicesafetygear.com/catalogue","","2026-09-21"
"EARP045","Earplugs HeadHand Replacement Plugs for HBEPR","ProChoice","ProChoice (brand listed by Lyndons; exact manufacturer not independently verified)","Safety & PPE","Pack / unit: confirm with branch","Replacement Pads For HBEP","https://lyndons.com.au/products/safety-hearing-protection/earplugs-headhand-replacement-plugs-for-hbepr","https://lyndons.com.au/media/cache/435x435_webp/2/5/1655/xHzt6uL1pL5QgfZ7/earp045.webp","https://prochoicesafetygear.com/catalogue","","2026-09-21"
"MASK541","Filter Cartridge ABEK1 PRO for HMTPM Maxi Mask 2000","ProChoice","ProChoice (brand listed by Lyndons; exact manufacturer not independently verified)","Safety & PPE","Pack / unit: confirm with branch","For use on the Maxi Mask 2000
Low profile design for complete vision
Protects against a wide range of chemicals including Organic Vapour, Acid Gas, Sulphur and Ammonia
Can be fitted with the P2 Pro Choice Safety Gear Filter Pads to provide extra protection against dust/mist particles","https://lyndons.com.au/products/safety-respiratory-protection/filter-cartridge-abek1-pro-for-hmtpm-maxi-mask-2000","https://lyndons.com.au/media/cache/435x435_webp/0/6/1656/7HOht4o0x0QXTnzK/mask541.webp","https://prochoicesafetygear.com/catalogue","","2026-09-21"
"MASK012","Dust Mask P2 No Valve PC305 Box 20","ProChoice","ProChoice (brand listed by Lyndons; exact manufacturer not independently verified)","Safety & PPE","Pack / unit: confirm with branch","P2: Certified to AS/NZS 1716:2012 Respiratory Protective Devices
P2 disposable respirator for protection against mechanically and thermally generated particles
Lightweight cupped design for comfortable extended wear
Easily worn with glasses and goggles
Nose flange for increased protection and facial fit","https://lyndons.com.au/products/safety-respiratory-protection/dust-mask-p2-no-valve-pc305-box-20","https://lyndons.com.au/media/cache/435x435_webp/1/7/1657/jBmGcShLh0qtQ2uU/mask012.webp","https://prochoicesafetygear.com/catalogue","","2026-09-21"
